name,id,from,to,text
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,156,667.95,671.31,And here we can use the traditional feedback techniques 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,157,671.31,673.23,to learn to improve scoring. 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,158,673.23,680.128,_And we know Rocchio can be used for scoring improvement, right? _
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,159,680.128,685.003,_And, but we have to develop new approaches to learn how to set the threshold. _
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,160,685.003,687.929,_And you know, we need to set it initially, and _
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,161,687.929,692.17,then we have to learn how to update the threshold over time. 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,162,692.17,698.23,So here's what the system might look like if we just 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,163,698.23,705.04,_generalized a vector-space model for filtering problems, right? _
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,164,705.04,709.137,_So you can see the document vector could be fed into a scoring module, which it _
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,165,709.137,713.504,already exists in in a search engine that implements a vector-space model. 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,166,713.504,717.84,And the profile will be treated as a query essentially. 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,167,717.84,721.0,_And then the profile vector can be matched with the document vector, _
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,168,721.0,722.1,to generate the score. 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,169,723.13,726.18,And then this score will be fed into a thresholding module that would 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,170,726.18,727.48,say yes or no. 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,171,727.48,733.69,And then the evaluation would be based on the utility for the filtering results. 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,172,733.69,736.96,_If it says yes, and then the document will be sent to the user, and _
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,173,736.96,739.61,then the user could give some feedback. 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,174,739.61,744.394,_And the feedback information would have been use, would be used to both _
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,175,744.394,748.5,adjust to the threshold and adjust the vector representation. 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,176,748.5,753.15,So the vector learning is essentially the same as query modification or 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,177,753.15,756.14,feedback in the case of search. 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,178,756.14,758.368,_The threshold learning is a no, _
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,179,758.368,762.586,new component in that we need to talk a little bit more about. 
5 - 10 - 4.6 Recommender Systems- Content-based Filtering - Part 1  (00-12-55).srt,180,762.586,772.586,[MUSIC] 
